CrashID,CRASH_DATE_TEXT,Year,Day,Month,CrashDate,DayNumber,CrashTime,Severity,SevIndex,CrashType,Cyclists,Casualties,ReportedLocation,Latt,Long,LOCATION_1,Fad1201,Fad1202,Fad1203,Fad1204,Fad1205,Fad1206,Fad1207,Fad1208,Fad1209,Fad1210,Fad1211,Fad1212,Fad1301,Fad1302,Fad1303,Fad1304,Fad1305,Fad1306,Fad1307,Fad1308,Fad1309,Fad1310,Fad1311,Fad1312,Fad1401,Fad1402,Fad1403,Fad1404,Fad1405,Fad1406,Fad1407,Fad1408,Fad1409,Fad1410,Fad1411,Fad1412,Fad1501,Fad1502,Fad1503,Fad1504,Fad1505,Fad1506,Fad1507,Fad1508,Fad1509,Fad1510,Fad1511,Fad1512,Fad1601,Fad1602,Fad1603,Fad1604,Fad1605,Fad1606,Fad1607,Fad1608,Fad1609,Fad1610,Fad1611,Fad1612,Fad1701,Fad1702,Fad1703,Fad1704,Fad1705,Fad1706,Fad1707,Fad1708,Fad1709,Fad1710,Fad1711,Fad1712,Fad1801,Fad1802,Fad1803,Fad1804,Fad1805,Fad1806,Fad1807,Fad1808,Fad1809,Fad1810,Fad1811,Fad1812
1063844,14 June 2013,2013,14,6,14/06/2013,530,18:45,Injury,0.70,Right angle collision,1,1,CANBERRA/EMPIRE INTERSECTION,-35.316558,149.131745,"(-35.316558, 149.131745)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.927529977,0.881153478,0.83566578,0.792526289,0.752899975,0.714033095,0.67833144,0.643314004,0.61010427,0.581584418,0.551561344,0.523983277,0.496933741,0.472087054,0.447716551,0.424604124,0.403373918,0.382550587,0.363423057,0.344662105,0.326869648,0.311589844,0.295504673,0.280729439,0.266237371,0.252925503,0.239868755,0.227486034,0.216111732,0.204955418,0.194707647,0.184656274,0.175123781,0.166652287,0.158049213,0.150146752,0.142395741,0.135275954,0.128292617,0.12166978,0.115586291,0.109619392,0.104138422,0.098762495,0.093664088,0.08928568,0.084676494,0.080442669,0.076289985,0.072475486,0.068734091,0.065185838,0.061926546,0.058729718,0.055793233,0.052913024,0.0501815,0.047835723,0.045366304,0.043097989,0.040873146,0.038829488,0.036824998,0.034923984,0.033177785,0.031465052,0.029891799
1101356,11 December 2014,2014,11,12,11/12/2014,1075,16:00,Property Damage Only,0.10,Overturned (On Road),1,0,IRVING/SPOERING INTERSECTION,-35.338482,149.086037,"(-35.338482, 149.086037)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.847838756,0.760379719,0.681942542,0.618074453,0.554316815,0.498885133,0.447422502,0.402680252,0.361141661,0.323887995,0.291499195,0.261429517,0.235286565,0.211015516,0.189248153,0.170922568,0.153291004,0.137961903,0.123730406,0.111357365,0.099870266,0.089568122,0.080611309,0.072295828,0.065066245,0.058354319,0.052334763,0.047433293,0.042540298,0.038286269,0.034336838,0.030903154,0.027715331,0.024856349,0.022370714,0.020063057,0.018056751,0.016194102,0.014523595,0.013163371,0.0118055,0.01062495,0.009528931,0.008576038,0.007691374,0.006897968,0.006208171,0.005567766,0.005010989
1080556,17 February 2014,2014,17,2,17/02/2014,778,7:30,Injury,0.70,Right turn into oncoming vehicle,1,1,CANBERRA/MANUKA INTERSECTION,-35.317695,149.132694,"(-35.317695, 149.132694)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.932299806,0.888718646,0.842840412,0.800698392,0.759364019,0.721395818,0.684155274,0.648837195,0.616395335,0.58457522,0.555346459,0.526677865,0.499489226,0.476140171,0.451560434,0.428982413,0.406837096,0.386495242,0.366543236,0.347621212,0.330240151,0.313192197,0.297532587,0.282173092,0.267606499,0.254661216,0.241514865,0.229439122,0.217594809,0.206715069,0.196043837,0.185923486,0.176627312,0.167509298,0.159133833,0.150918883,0.143128012,0.13643737,0.129394077,0.122924373,0.116578661,0.110749728,0.105032506,0.099610423,0.094629902,0.089744832,0.08525759,0.080856346,0.076682307,0.073097727,0.06932421,0.065857999,0.062458218,0.059335308,0.056272247,0.05336731,0.050698945,0.048081718,0.045677632
1026065,06 January 2012,2012,6,1,6/01/2012,5,9:30,Property Damage Only,0.10,Right angle collision,1,0,LHOTSKY/TOWNSON INTERSECTION,-35.196495,149.034772,"(-35.196495, 149.034772)",0.833080591,0.747143936,0.674795279,0.605186588,0.54466793,0.488482561,0.439634305,0.394283709,0.353611266,0.318250139,0.28542096,0.256878864,0.230380455,0.206615497,0.187264692,0.167947352,0.151152616,0.135560427,0.122004385,0.109418989,0.098131844,0.088318659,0.079208124,0.071287312,0.06393365,0.057338557,0.05196845,0.046607631,0.041946867,0.037619827,0.033857844,0.030365229,0.027232896,0.024509606,0.021981311,0.01978318,0.017742441,0.015912214,0.014421938,0.012934239,0.011640815,0.010440004,0.009396003,0.008426756,0.007557492,0.006801743,0.006100107,0.005490096,0.004923764,0.004415852,0.003988249,0.00357684,0.003219156,0.002887083,0.002598375,0.002330339,0.002089952,0.001880957,0.001686926,0.001518234,0.00136162,0.001221161,0.001106792,0.000992621,0.000893359,0.000801204,0.000721084,0.0006467,0.00057999,0.000521991,0.000468145,0.00042133,0.000377868,0.000338889,0.00030715,0.000275466,0.000247919,0.000222345,0.00020011,0.000179468,0.000160955,0.000144859,0.000129916,0.000116925
1042336,27 August 2012,2012,27,8,27/08/2012,239,8:20,Property Damage Only,0.10,Right angle collision,1,0,DONALDSON/DOONKUNA/ELOUERA INTERSECTION,-35.275218,149.136951,"(-35.275218, 149.136951)",1,1,1,1,1,1,1,0.896844728,0.804330467,0.72389742,0.649223585,0.584301227,0.524027475,0.469971279,0.425955594,0.382016029,0.343814426,0.308348156,0.27751334,0.248886376,0.223212435,0.200891191,0.180168206,0.162151385,0.145424615,0.130423299,0.11820836,0.106014544,0.09541309,0.085570727,0.077013654,0.06906929,0.061944428,0.055749985,0.049999081,0.044999173,0.040357271,0.036194205,0.032804397,0.02942045,0.026478405,0.023747018,0.021372316,0.019167649,0.017190405,0.015471365,0.013875412,0.012487871,0.011199681,0.010044375,0.009071742,0.008135944,0.007322349,0.00656701,0.005910309,0.00530063,0.004753842,0.004278458,0.003837112,0.003453401,0.003097164,0.002777676,0.002517529,0.002257833,0.00203205,0.001822433,0.00164019,0.001470995,0.001319255,0.001187329,0.00106485,0.000958365,0.000859504,0.000770842,0.000698648,0.000626579,0.000563921,0.000505749,0.000455175,0.000408221,0.000366111,0.0003295,0.00029551,0.000265959
1106328,03 March 2015,2015,3,3,3/03/2015,1157,7:10,Property Damage Only,0.10,Right angle collision,1,0,STONEHAVEN/MELBOURNE/GOWRIE INTERSECTION,-35.319426,149.114434,"(-35.319426, 149.114434)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.824349288,0.739313314,0.665381982,0.596744323,0.537069891,0.4816683,0.431981676,0.388783508,0.34867844,0.313810596,0.281439379,0.252407423,0.227965897,0.204450013,0.184005012,0.165023925,0.148521532,0.133200753,0.119460393,0.107514354,0.096423682,0.086781313,0.077829364,0.069800854,0.063263578,0.056737606,0.051063845,0.045796341,0.041216707,0.036964986,0.033151853,0.029836668,0.026758858,0.024082972,0.021598687,0.019370668,0.017556487,0.015745443,0.014170898,0.012709095,0.011438186,0.010258277,0.009200081,0.008280073,0.00742594,0.006683346
1056800,19 February 2013,2013,19,2,19/02/2013,415,8:10,Property Damage Only,0.10,Same direction side swipe,1,0,MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION,-35.260441,149.132149,"(-35.260441, 149.132149)",1,1,1,1,1,1,1,1,1,1,1,1,1,0.871997545,0.790329642,0.708802974,0.637922676,0.572117589,0.51490583,0.46179058,0.414154447,0.372739002,0.334289009,0.300860108,0.269824802,0.241990951,0.219327019,0.196702281,0.177032053,0.158770263,0.142893237,0.128153046,0.114933384,0.103440046,0.09276966,0.083492694,0.074879982,0.067155717,0.060866174,0.054587507,0.049128756,0.044060866,0.039654779,0.03556418,0.031895547,0.028705993,0.025744818,0.023170336,0.020780194,0.018636607,0.016831957,0.015095652,0.013586087,0.01218461,0.010966149,0.009834933,0.008820408,0.007938367,0.007119483,0.006407534,0.005746564,0.005153775,0.004671093,0.004189245,0.00377032,0.003381392,0.003043253,0.002729325,0.002447781,0.002203003,0.001975751,0.001778176,0.001594748,0.001430241,0.001296291,0.001162571,0.001046314,0.000938381,0.000844543,0.000757424,0.000679292,0.000611363,0.000548297,0.000493468
1068793,01 August 2013,2013,1,8,1/08/2013,578,8:30,Property Damage Only,0.10,Right angle collision,1,0,BARRY/WATSON INTERSECTION,-35.275353,149.125803,"(-35.275353, 149.125803)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.818579318,0.734138547,0.660724692,0.592567457,0.533310711,0.4782969,0.428958053,0.388783508,0.34867844,0.313810596,0.281439379,0.253295441,0.227166681,0.20373324,0.183359916,0.164445374,0.148000837,0.13273377,0.119041582,0.10789261,0.096762919,0.087086627,0.078103182,0.070292864,0.063041784,0.056538692,0.050884823,0.045635785,0.041072207,0.036835392,0.033035627,0.029836668,0.026758858,0.024082972,0.021598687,0.019438818,0.017433601,0.015635234,0.01407171,0.012620139,0.011358125,0.010186475,0.009135686,0.008280073,0.00742594,0.006683346,0.005993924,0.005394531,0.004838057,0.004338986,0.003905087,0.003502257,0.003152031,0.002826883,0.002535275,0.002297831,0.002060797,0.001854718,0.001663394,0.001497054,0.001342625,0.001204126,0.001083714,0.000971923,0.000874731
1073866,02 November 2013,2013,2,11,2/11/2013,671,17:15,Injury,0.70,Right angle collision,1,1,BEETALOO/HAWKER (SW) INTERSECTION,-35.243057,149.041998,"(-35.243057, 149.041998)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.908693448,0.863258775,0.818694854,0.776431452,0.740136493,0.701928501,0.666832075,0.63240827,0.600787857,0.569773445,0.540360088,0.513342083,0.486841876,0.462499783,0.438624203,0.415981149,0.396535751,0.376065426,0.357262154,0.338819246,0.321878284,0.305261993,0.289503484,0.27502831,0.260830551,0.247789023,0.234997435,0.222866186,0.212085185,0.201136733,0.191079896,0.181215798,0.172155008,0.163267867,0.154839507,0.147097531,0.13950393,0.132528734,0.125687216,0.119198878,0.113626823,0.107761077,0.102373023,0.097088231,0.092233819,0.087472442,0.082956861,0.078809018,0.074740668,0.071003634,0.067338221,0.063862027,0.060876741,0.057734107,0.054847402,0.05201602,0.049415219,0.046864262,0.044444993,0.042222743,0.040043083,0.038040929
1071384,10 September 2013,2013,10,9,10/09/2013,618,15:40,Property Damage Only,0.10,Other - Vehicle to Vehicle,1,0,BUNDA STREET (MURULLA -> MORT),-35.277557,149.131163,"(-35.277557, 149.131163)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.844866354,0.760379719,0.681942542,0.613748288,0.550436917,0.493656447,0.447422502,0.401268512,0.361141661,0.323887995,0.291499195,0.261429517,0.234461684,0.211015516,0.189248153,0.170323338,0.152753587,0.13699625,0.124165713,0.111357365,0.100221629,0.089883239,0.080894915,0.072550178,0.065066245,0.058559621,0.052518887,0.047266998,0.042391158,0.038018287,0.034336838,0.030794812,0.027715331,0.024856349,0.022370714,0.020063057,0.017993447,0.016194102,0.014523595,0.013071235,0.011722869,0.010513593,0.009528931,0.008545971,0.007691374,0.006897968,0.006208171,0.005567766,0.004993421,0.004494079,0.004030491,0.003627442,0.003253252,0.002917662,0.002644405,0.002371621,0.002134459,0.001914278,0.00172285,0.001545129,0.001385741,0.001247167,0.001118515,0.001006664
1095745,17 September 2014,2014,17,9,17/09/2014,990,9:00,Injury,0.70,Same direction side swipe,1,1,ELOUERA/GOULD/NORTHBOURNE INTERSECTION,-35.27305,149.130113,"(-35.27305, 149.130113)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.932299806,0.885684816,0.839963197,0.797965037,0.756771768,0.717705015,0.684155274,0.648837195,0.616395335,0.58457522,0.555346459,0.526677865,0.499489226,0.474514765,0.450018937,0.42751799,0.405448271,0.384517856,0.365917065,0.347027365,0.329675997,0.312657166,0.297024307,0.281691051,0.267149342,0.253791875,0.240690403,0.228655883,0.216852003,0.205657474,0.196043837,0.185923486,0.176627312,0.167509298,0.159133833,0.150918883,0.143128012,0.135971612,0.128952363,0.122504745,0.116180695,0.11018311,0.105032506,0.099610423,0.094629902,0.089744832,0.08525759,0.080856346,0.076682307,0.072848192,0.069087557,0.065633179
1067005,08 July 2013,2013,8,7,8/07/2013,554,8:45,Property Damage Only,0.10,Right angle collision,1,0,CAPTAIN COOK/CARNEGIE INTERSECTION,-35.334232,149.143685,"(-35.334232, 149.143685)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.838952777,0.752410375,0.674795279,0.607315751,0.54466793,0.490201137,0.439634305,0.394283709,0.357356629,0.320493409,0.288444068,0.258689542,0.232820587,0.208803916,0.187264692,0.168538223,0.151152616,0.136037355,0.122004385,0.109418989,0.099171232,0.088941196,0.080047077,0.071789799,0.064610819,0.057945872,0.05196845,0.046771605,0.041946867,0.037752181,0.033857844,0.030365229,0.027424854,0.024595836,0.022136252,0.019852781,0.017867503,0.016024376,0.014371377,0.012934239,0.011600004,0.010440004,0.009363062,0.008397213,0.007610763,0.006825673,0.006143105,0.005509412,0.00495847,0.004446978,0.003988249,0.003589424,0.003219156,0.00289724,0.002598375,0.002330339,0.002112088,0.001894215,0.001704794,0.001528935,0.001376042,0.001234096,0.001106792,0.000996113,0.000893359,0.000804023
1031923,11 April 2012,2012,11,4,11/04/2012,101,17:55,Property Damage Only,0.10,Right angle collision,1,0,JEANNE YOUNG/WILLIAM WEBB INTERSECTION,-35.212454,149.080906,"(-35.212454, 149.080906)",1,1,1,0.847838756,0.76305488,0.684341747,0.615907572,0.552373459,0.495393225,0.445853903,0.399861722,0.35987555,0.32275249,0.289458869,0.262349276,0.235286565,0.211757909,0.189913964,0.170922568,0.153291004,0.137478229,0.123730406,0.110966962,0.099870266,0.089568122,0.080328698,0.072805424,0.065295161,0.058765645,0.052703659,0.047433293,0.042540298,0.038152042,0.034336838,0.030794812,0.027715331,0.024856349,0.022292285,0.020204476,0.018120278,0.01630825,0.014625968,0.013163371,0.0118055,0.010587701,0.009528931,0.008545971,0.007691374,0.006897968,0.006186407,0.005587354,0.005010989,0.00450989,0.004044671,0.003640204,0.003264698,0.002927927,0.002635134,0.002363306,0.002126976,0.001907567,0.001710791,0.001550565,0.001390616,0.001251555,0.00112245,0.001010205,0.000905997,0.000812539,0.000731285,0.000655849,0.000590264,0.000529375,0.000474767,0.000430303,0.000385915,0.000347323,0.000311495,0.000280345,0.000251426,0.00022549,0.000202941,0.000182007,0.000163806
1102546,19 January 2015,2015,19,1,19/01/2015,1114,18:00,Injury,0.70,Right angle collision,1,1,MASSON/MCCAUGHEY INTERSECTION,-35.269558,149.123479,"(-35.269558, 149.123479)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.935493312,0.887200434,0.845727483,0.802068578,0.761965149,0.722630299,0.686498784,0.651059726,0.617450135,0.586577628,0.55629679,0.52848195,0.50120018,0.475326773,0.452333162,0.428982413,0.407533292,0.386495242,0.367170479,0.348216075,0.330240151,0.313728143,0.297532587,0.282655958,0.268064437,0.254226174,0.242342152,0.229831747,0.21834016,0.207068807,0.196715367,0.186560349,0.176929563,0.168083085,0.159406149,0.151435841,0.143618284,0.136204292,0.129837304,0.123134726,0.11697799,0.110939247,0.105392285,0.099951629,0.094791836,0.090052244,0.085403486,0.081133312
1077252,05 December 2013,2013,5,12,5/12/2013,704,14:55,Property Damage Only,0.10,Other - Vehicle to Vehicle,1,0,MAPLETON AV/WIMMERA ST INTERSECTION,-35.194185,149.152799,"(-35.194185, 149.152799)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.830159929,0.744524556,0.667722923,0.605186588,0.542758402,0.488482561,0.43809301,0.394283709,0.353611266,0.3171344,0.28542096,0.255978283,0.230380455,0.206615497,0.185302019,0.167947352,0.150622697,0.135560427,0.121576655,0.109418989,0.098131844,0.088009027,0.079208124,0.071037388,0.06393365,0.057338557,0.051423782,0.046444231,0.041653264,0.037487937,0.033620859,0.030258773,0.027137421,0.024338053,0.021904248,0.019644709,0.017680238,0.015856428,0.014220754,0.012888894,0.011559336,0.010403403,0.009330237,0.008397213,0.007530996,0.006754134,0.006078721,0.005451669,0.004906502,0.00440037,0.003946449,0.00357684,0.00320787,0.002887083,0.002589265,0.002330339,0.002089952,0.001874362,0.001686926,0.001512911,0.00136162
1073522,11 October 2013,2013,11,10,11/10/2013,649,17:35,Property Damage Only,0.10,Other - Vehicle to Vehicle,1,0,CANBERRA/MANUKA INTERSECTION,-35.317776,149.132669,"(-35.317776, 149.132669)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.847838756,0.760379719,0.684341747,0.613748288,0.550436917,0.498885133,0.447422502,0.402680252,0.361141661,0.325027495,0.291499195,0.261429517,0.235286565,0.211015516,0.189913964,0.170323338,0.152753587,0.13844728,0.124165713,0.111749142,0.100221629,0.090199466,0.080894915,0.072550178,0.065295161,0.058559621,0.052703659,0.047266998,0.042391158,0.038286269,0.034336838,0.030903154,0.027715331,0.024943798,0.022370714,0.020063057,0.018056751,0.016194102,0.014574692,0.013071235,0.011722869,0.01062495,0.009528931,0.008576038,0.007691374,0.006922237,0.006208171,0.005567766,0.005010989,0.004494079,0.004044671,0.003627442,0.003253252,0.002948565,0.002644405,0.002379965,0.002134459,0.001921013,0.00172285,0.001545129,0.001390616,0.001247167,0.00112245
1060933,06 May 2013,2013,6,5,6/05/2013,491,18:45,Property Damage Only,0.10,Other - Vehicle to Vehicle,1,0,DAVID/MACARTHUR/WATTLE INTERSECTION,-35.260367,149.130712,"(-35.260367, 149.130712)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833080591,0.747143936,0.672429543,0.603064891,0.540855568,0.486770011,0.436557119,0.392901407,0.352371555,0.316022572,0.286425125,0.256878864,0.231190977,0.207342409,0.186608168,0.167358552,0.150094635,0.135085172,0.121150424,0.109035382,0.097787807,0.08770048,0.079486793,0.071287312,0.06415858,0.057540285,0.051786256,0.046444231,0.041653264,0.037487937,0.033620859,0.030258773,0.027137421,0.024338053,0.021981311,0.019713823,0.017742441,0.015912214,0.014320993,0.012843707,0.011518811,0.01036693,0.009297526,0.008367774,0.007504594,0.006730455,0.006100107,0.005470849,0.004923764,0.004415852,0.003974267,0.0035643,0.003196624,0.002876961,0.002580188,0.002322169,0.002082625,0.001867791,0.001692861,0.001518234,0.00136641,0.001225458,0.001102912,0.000989141,0.000887106,0.000798395,0.000716036,0.000644433
1099644,19 November 2014,2014,19,11,19/11/2014,1053,8:30,Property Damage Only,0.10,Other - Vehicle to Vehicle,1,0,GEEVES/TILLYARD INTERSECTION,-35.204767,149.037583,"(-35.204767, 149.037583)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.871997545,0.784797791,0.703841761,0.631236773,0.572117589,0.513100644,0.46179058,0.414154447,0.372739002,0.334289009,0.299805336,0.269824802,0.241990951,0.217791856,0.195325478,0.175176625,0.158213637,0.141893067,0.12770376,0.114530444,0.1030774,0.092444422,0.082908293,0.074617464,0.066920279,0.060228251,0.054015389,0.048443417,0.043906395,0.039377219,0.035439497,0.031783726,0.028605353,0.02565456,0.023008157,0.020707342,0.01857127,0.016714143,0.014989991,0.013443695,0.01218461,0.010927704,0.009834933,0.008820408,0.007938367,0.007119483,0.006385071,0.005746564,0.005153775,0.004638398
1037391,07 June 2012,2012,7,6,7/06/2012,158,17:45,Property Damage Only,0.10,Rear end collision,1,0,BARRY/COOYONG/NORTHBOURNE INTERSECTION,-35.275784,149.129771,"(-35.275784, 149.129771)",1,1,1,1,1,0.836011528,0.752410375,0.674795279,0.605186588,0.54466793,0.488482561,0.439634305,0.394283709,0.353611266,0.320493409,0.287432824,0.258689542,0.232004352,0.208803916,0.187264692,0.167947352,0.151152616,0.135560427,0.122004385,0.109418989,0.098131844,0.088941196,0.079766443,0.071789799,0.064384303,0.057945872,0.05196845,0.046607631,0.041946867,0.037619827,0.033857844,0.030365229,0.027232896,0.024682368,0.022136252,0.019922627,0.017867503,0.016080753,0.014421938,0.012934239,0.011640815,0.010440004,0.009396003,0.008426756,0.007557492,0.006825673,0.006121568,0.005509412,0.004941087,0.004446978,0.003988249,0.00357684,0.003219156,0.002887083,0.002598375,0.002330339,0.002089952,0.001894215,0.001698817,0.001528935,0.001371217,0.001234096,0.001106792,0.000992621,0.000893359,0.000801204,0.000721084,0.0006467,0.00057999,0.00052567,0.000471444,0.0004243,0.000380531,0.000342478,0.00030715,0.000275466,0.000247919,0.000222345,0.00020011
1048301,01 February 2012,2012,1,2,1/02/2012,31,18:15,Property Damage Only,0.10,Right angle collision,1,0,MELROSE/THEODORE INTERSECTION,-35.338567,149.0835,"(-35.338567, 149.0835)",1,0.818579318,0.739313314,0.663049248,0.596744323,0.535187,0.4816683,0.431981676,0.387420489,0.34867844,0.312710421,0.281439379,0.252407423,0.226370267,0.205169307,0.184005012,0.16560451,0.148521532,0.133669379,0.119880678,0.107514354,0.096762919,0.086781313,0.078103182,0.070046427,0.062820769,0.05693722,0.051063845,0.045957461,0.041216707,0.037095036,0.033268487,0.029836668,0.026853001,0.024082972,0.021674675,0.019438818,0.017433601,0.015800838,0.014170898,0.012753808,0.011438186,0.010294367,0.009232449,0.008280073,0.007452066,0.006683346,0.006015011,0.005394531,0.004838057,0.00436957,0.003918826,0.003526944,0.003163121,0.002846809,0.002553145,0.002289775,0.002060797,0.001848215,0.001663394,0.001491806,0.001337918,0.001212614,0.001087527,0.000978774,0.000877808,0.000790027,0.000708532,0.000635443,0.000571899,0.000512904,0.000461614,0.000413996,0.00037129,0.000336517,0.000301803,0.000271623,0.000243603,0.000219243,0.000196627,0.000176344,0.00015871,0.000142338,0.000128104
1099026,21 November 2014,2014,21,11,21/11/2014,1055,9:15,Injury,0.70,Right turn into oncoming vehicle,1,1,LONSDALE STREET (GIRRAHWEEN -> ELOUERA),-35.27165,149.133042,"(-35.27165, 149.133042)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.938697756,0.891762869,0.845727483,0.802068578,0.764575189,0.725105601,0.688850321,0.65328987,0.620625376,0.588586895,0.558202332,0.530292216,0.502916994,0.477771144,0.453107212,0.429716504,0.408929259,0.387819145,0.368428188,0.349408856,0.331938413,0.31480279,0.298551757,0.283624169,0.268982667,0.255533534,0.242342152,0.229831747,0.219088063,0.207778102,0.197389197,0.187199394,0.177839425,0.168658838,0.15995218,0.151954571,0.144110235,0.136904723,0.129837304,0.123134726,0.117378687,0.111319259,0.105753296,0.100294004,0.095279304,0.09036071,0.085696028,0.081411227,0.077208543,0.073348116
1109211,28 April 2015,2015,28,4,28/04/2015,1213,8:00,Injury,0.70,Right turn into oncoming vehicle,1,1,BLAMEY/BORELLA INTERSECTION,-35.292067,149.147739,"(-35.292067, 149.147739)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9025,0.855910333,0.813114816,0.771139471,0.731331016,0.694764465,0.658898709,0.625953773,0.593640224,0.562994794,0.535760302,0.508102802,0.482697662,0.457779409,0.434890438,0.412440133,0.391148777,0.371591338,0.352408716,0.33478828,0.317505538,0.301114982,0.287039102,0.272221311,0.258610245,0.245260034,0.232997033,0.22096905,0.209561987,0.199083888,0.1888066,0.17936627,0.170106863,0.161325454,0.153784156,0.145845372,0.138553103,0.13140059,0.124830561,0.118386445,0.112274994,0.106661244,0.101155081,0.096097327
1039274,30 June 2012,2012,30,6,30/06/2012,181,15:45,Property Damage Only,0.10,Same direction side swipe,1,0,ANTILL/PHILLIP INTERSECTION,-35.24698,149.154427,"(-35.24698, 149.154427)",1,1,1,1,1,1,0.815709496,0.731564762,0.6561,0.59049,0.529577844,0.476620059,0.427454188,0.383360035,0.347456023,0.311614103,0.280452693,0.251522519,0.226370267,0.203018981,0.182076503,0.163868852,0.146964916,0.132268425,0.118624239,0.106387524,0.096423682,0.086477071,0.077829364,0.069800854,0.062820769,0.056340475,0.050528658,0.045475793,0.040784725,0.036706252,0.032919809,0.029523957,0.026758858,0.023998541,0.021598687,0.019370668,0.017433601,0.015635234,0.014022377,0.012620139,0.011318305,0.010186475,0.009135686,0.008193292,0.007399906,0.006636566,0.00597291,0.005356773,0.004821095,0.004323774,0.003877754,0.003489979,0.003129969,0.002816972,0.002526386,0.002265776,0.002053573,0.001841736,0.001657562,0.001486576,0.001337918,0.001199905,0.001076128,0.000968516,0.000868608,0.000781747,0.000701106,0.000628783,0.000569894,0.000511106,0.000459996,0.000412545,0.00037129,0.00033299,0.00029864,0.000268776,0.00024105,0.000216945
1094725,02 September 2014,2014,2,9,2/09/2014,975,18:20,Property Damage Only,0.10,Right angle collision,1,0,MOORE/McKAY INTERSECTION,-35.274268,149.128514,"(-35.274268, 149.128514)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.821459237,0.739313314,0.663049248,0.596744323,0.535187,0.47997964,0.435026612,0.390151323,0.351136191,0.314914642,0.283423178,0.254186583,0.227965897,0.205169307,0.184005012,0.16560451,0.148521532,0.133200753,0.120302441,0.10789261,0.097103349,0.087086627,0.078377964,0.070292864,0.063041784,0.056737606,0.050884823,0.045796341,0.041072207,0.036835392,0.033385532,0.029941639,0.026947475,0.024167701,0.021750931,0.019507207,0.017494936,0.015745443,0.014121217,0.012709095,0.011398085,0.010222313,0.009264931,0.008309204,0.007478284,0.006706859,0.006036173,0.00541351,0.004855078,0.00436957,0.003918826,0.003526944
1070752,10 September 2013,2013,10,9,10/09/2013,618,8:10,Property Damage Only,0.10,Right angle collision,1,0,BARRITT/BODDINGTON INTERSECTION,-35.380683,149.05235,"(-35.380683, 149.05235)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.844866354,0.760379719,0.681942542,0.613748288,0.550436917,0.493656447,0.447422502,0.401268512,0.361141661,0.323887995,0.291499195,0.261429517,0.234461684,0.211015516,0.189248153,0.170323338,0.152753587,0.13699625,0.124165713,0.111357365,0.100221629,0.089883239,0.080894915,0.072550178,0.065066245,0.058559621,0.052518887,0.047266998,0.042391158,0.038018287,0.034336838,0.030794812,0.027715331,0.024856349,0.022370714,0.020063057,0.017993447,0.016194102,0.014523595,0.013071235,0.011722869,0.010513593,0.009528931,0.008545971,0.007691374,0.006897968,0.006208171,0.005567766,0.004993421,0.004494079,0.004030491,0.003627442,0.003253252,0.002917662,0.002644405,0.002371621,0.002134459,0.001914278,0.00172285,0.001545129,0.001385741,0.001247167,0.001118515,0.001006664
